,URL,ID,likes,dislikes,ratio
661,https://www.youtube.com/watch?v=PV4NGwn_xdI,PV4NGwn_xdI,176480,3897,45.286
662,https://www.youtube.com/watch?v=G8APgeFfkAk,G8APgeFfkAk,1069716,26518,40.339
663,https://www.youtube.com/watch?v=HZRMonTRP30,HZRMonTRP30,692222,12477,55.48
664,https://www.youtube.com/watch?v=j440-D5JhjI,j440-D5JhjI,216011,14459,14.94
666,https://www.youtube.com/watch?v=QcIy9NiNbmo,QcIy9NiNbmo,8959283,597580,14.993
667,https://www.youtube.com/watch?v=bVmYuvJ_4v0,bVmYuvJ_4v0,39285,1720,22.84
668,https://www.youtube.com/watch?v=TOg39GWD5-E,TOg39GWD5-E,35423,168,210.851
669,https://www.youtube.com/watch?v=pTdjcLlElD4,pTdjcLlElD4,298431,3339,89.377
671,https://www.youtube.com/watch?v=dmW68lzaaqs,dmW68lzaaqs,5213615,101546,51.342
672,https://www.youtube.com/watch?v=oyEuk8j8imI,oyEuk8j8imI,7807471,520443,15.002
673,https://www.youtube.com/watch?v=dyRsYk0LyA8,dyRsYk0LyA8,14231904,339382,41.935
674,https://www.youtube.com/watch?v=XbGs_qK2PQA,XbGs_qK2PQA,17593828,509566,34.527
675,https://www.youtube.com/watch?v=tQjsAJhsSw8,tQjsAJhsSw8,2214691,87335,25.359
678,https://www.youtube.com/watch?v=acEOASYioGY,acEOASYioGY,4403152,237041,18.575
680,https://www.youtube.com/watch?v=pQCGBEdx8xQ,pQCGBEdx8xQ,313209,8923,35.101
683,https://www.youtube.com/watch?v=GhOFMaqiAOE,GhOFMaqiAOE,307786,16470,18.688
689,https://www.youtube.com/watch?v=IHNzOHi8sJs,IHNzOHi8sJs,20956905,1139181,18.396
690,https://www.youtube.com/watch?v=-BjZmE2gtdo,-BjZmE2gtdo,2828257,104541,27.054
691,https://www.youtube.com/watch?v=8MEUWEvABTI,8MEUWEvABTI,89328,109355,0.817
692,https://www.youtube.com/watch?v=D9G1VOjN_84,D9G1VOjN_84,3983716,32743,121.666
693,https://www.youtube.com/watch?v=ttWQK5VXskA,ttWQK5VXskA,787753,25949,30.358
694,https://www.youtube.com/watch?v=6txSmc8napQ,6txSmc8napQ,464874,23818,19.518
696,https://www.youtube.com/watch?v=dZ0fwJojhrs,dZ0fwJojhrs,5547972,586761,9.455
697,https://www.youtube.com/watch?v=CVa3Hwh5IiI,CVa3Hwh5IiI,31052,887,35.008
700,https://www.youtube.com/watch?v=tcYodQoapMg,tcYodQoapMg,7761030,166243,46.685
702,https://www.youtube.com/watch?v=DyDfgMOUjCI,DyDfgMOUjCI,17360427,1101547,15.76
704,https://www.youtube.com/watch?v=aSjflT_J0Xo,aSjflT_J0Xo,6693755,286284,23.382
706,https://www.youtube.com/watch?v=kcYS_cUwr-8,kcYS_cUwr-8,2654242,170178,15.597
708,https://www.youtube.com/watch?v=vb8wloc4Xpw,vb8wloc4Xpw,2257636,169494,13.32
709,https://www.youtube.com/watch?v=MuEhrNDetwk,MuEhrNDetwk,61252,129,474.822
710,https://www.youtube.com/watch?v=wYZux3BMc5k,wYZux3BMc5k,2442244,111009,22.0
712,https://www.youtube.com/watch?v=PveR9ZdtLbY,PveR9ZdtLbY,622401,50417,12.345
713,https://www.youtube.com/watch?v=dsUXAEzaC3Q,dsUXAEzaC3Q,2649146,75955,34.878
714,https://www.youtube.com/watch?v=5UMCrq-bBCg,5UMCrq-bBCg,1450710,14196,102.191
715,https://www.youtube.com/watch?v=uu3IBPlWq7I,uu3IBPlWq7I,33933,358,94.785
717,https://www.youtube.com/watch?v=QnzbBzOGHPA,QnzbBzOGHPA,99068,5141,19.27
718,https://www.youtube.com/watch?v=zOhDt1kin5o,zOhDt1kin5o,292412,10048,29.102
721,https://www.youtube.com/watch?v=afUx6AIG3Tg,afUx6AIG3Tg,3786727,255316,14.832
722,https://www.youtube.com/watch?v=wI5zWSDiF3s,wI5zWSDiF3s,88078,805,109.414
723,https://www.youtube.com/watch?v=ca48oMV59LU,ca48oMV59LU,1275223,52688,24.203
724,https://www.youtube.com/watch?v=6DRkf3kZMXw,6DRkf3kZMXw,4026739,239899,16.785
726,https://www.youtube.com/watch?v=WG0WP6jgESs,WG0WP6jgESs,566494,51708,10.956
727,https://www.youtube.com/watch?v=TkFHYODzRTs,TkFHYODzRTs,571776,19068,29.986
728,https://www.youtube.com/watch?v=Az-mGR-CehY,Az-mGR-CehY,3853701,81788,47.118
729,https://www.youtube.com/watch?v=XA2YEHn-A8Q,XA2YEHn-A8Q,4255572,107668,39.525
730,https://www.youtube.com/watch?v=Dkk9gvTmCXY,Dkk9gvTmCXY,4342001,331019,13.117
733,https://www.youtube.com/watch?v=4Rgqc-9MPIY,4Rgqc-9MPIY,66530,15373,4.328
736,https://www.youtube.com/watch?v=TbuzMy8gHTE,TbuzMy8gHTE,159569,1044,152.844
737,https://www.youtube.com/watch?v=X8sSXU-J8fI,X8sSXU-J8fI,2896864,162638,17.812
738,https://www.youtube.com/watch?v=KWGrPNqz4uc,KWGrPNqz4uc,5875218,428052,13.725
739,https://www.youtube.com/watch?v=u7zcSHgKNLY,u7zcSHgKNLY,64249,4500,14.278
741,https://www.youtube.com/watch?v=bPs0xFd4skY,bPs0xFd4skY,1000427,19054,52.505
742,https://www.youtube.com/watch?v=DpacO4GOIuQ,DpacO4GOIuQ,153748,843,182.382
745,https://www.youtube.com/watch?v=rnMIWj_t3Ow,rnMIWj_t3Ow,306950,7008,43.8
746,https://www.youtube.com/watch?v=VqEbCxg2bNI,VqEbCxg2bNI,7768768,785261,9.893
747,https://www.youtube.com/watch?v=75PpxGzR7s0,75PpxGzR7s0,510271,14992,34.036
748,https://www.youtube.com/watch?v=zLpVBsvcrAg,zLpVBsvcrAg,231764,2543,91.138
752,https://www.youtube.com/watch?v=SC4xMk98Pdc,SC4xMk98Pdc,8692145,417678,20.811
753,https://www.youtube.com/watch?v=NxilU56kPu0,NxilU56kPu0,46261,1820,25.418
754,https://www.youtube.com/watch?v=gU2HqP4NxUs,gU2HqP4NxUs,4519884,97903,46.167
755,https://www.youtube.com/watch?v=Tc0tLGWIqxA,Tc0tLGWIqxA,1071329,20032,53.481
756,https://www.youtube.com/watch?v=qSPoWWOzIv8,qSPoWWOzIv8,862945,30204,28.571
757,https://www.youtube.com/watch?v=RUQl6YcMalg,RUQl6YcMalg,6868958,191610,35.849
759,https://www.youtube.com/watch?v=8fqm3uht5xU,8fqm3uht5xU,185196,1279,144.797
760,https://www.youtube.com/watch?v=EXEqkVXFLhI,EXEqkVXFLhI,866785,13259,65.373
761,https://www.youtube.com/watch?v=_8cDGfrMh0o,_8cDGfrMh0o,161156,26834,6.006
766,https://www.youtube.com/watch?v=Fp8msa5uYsc,Fp8msa5uYsc,2218639,30361,73.075
767,https://www.youtube.com/watch?v=kijpcUv-b8M,kijpcUv-b8M,2387306,55242,43.215
768,https://www.youtube.com/watch?v=E10WufZ8NkY,E10WufZ8NkY,95608,1378,69.382
772,https://www.youtube.com/watch?v=_Yhyp-_hX2s,_Yhyp-_hX2s,8280694,226161,36.614
773,https://www.youtube.com/watch?v=qzRIc14LC9U,qzRIc14LC9U,336154,2741,122.639
774,https://www.youtube.com/watch?v=IhdsAPQ_jbs,IhdsAPQ_jbs,207425,3482,59.571
775,https://www.youtube.com/watch?v=gl1aHhXnN1k,gl1aHhXnN1k,12992691,523300,24.828
776,https://www.youtube.com/watch?v=7ZP_Fubqwcg,7ZP_Fubqwcg,175048,3260,53.696
777,https://www.youtube.com/watch?v=UceaB4D0jpo,UceaB4D0jpo,11851405,345019,34.35
779,https://www.youtube.com/watch?v=5TBW-uCkvtA,5TBW-uCkvtA,194420,35013,5.553
780,https://www.youtube.com/watch?v=xQOO2xGQ1Pc,xQOO2xGQ1Pc,4046883,64571,62.673
783,https://www.youtube.com/watch?v=RNzQdcPWWX4,RNzQdcPWWX4,1875965,58468,32.085
786,https://www.youtube.com/watch?v=WkgHkrM9fo0,WkgHkrM9fo0,3844106,123332,31.169
790,https://www.youtube.com/watch?v=Ck4xHocysLw,Ck4xHocysLw,1568172,86236,18.185
791,https://www.youtube.com/watch?v=KtbVbCTzZd8,KtbVbCTzZd8,1126081,50672,22.223
792,https://www.youtube.com/watch?v=pBuZEGYXA6E,pBuZEGYXA6E,19247161,900200,21.381
793,https://www.youtube.com/watch?v=fKopy74weus,fKopy74weus,11168205,515686,21.657
795,https://www.youtube.com/watch?v=HUHC9tYz8ik,HUHC9tYz8ik,8039150,246110,32.665
796,https://www.youtube.com/watch?v=dTuSAkfuYLc,dTuSAkfuYLc,38257,1239,30.877
797,https://www.youtube.com/watch?v=m8E3Dh-gfhM,m8E3Dh-gfhM,43091,575,74.941
798,https://www.youtube.com/watch?v=-CmadmM5cOk,-CmadmM5cOk,3477340,159145,21.85
799,https://www.youtube.com/watch?v=BFlG5sD540k,BFlG5sD540k,2039031,90608,22.504
801,https://www.youtube.com/watch?v=qov0ypksviU,qov0ypksviU,1842844,215836,8.538
802,https://www.youtube.com/watch?v=O3ElohqHEzQ,O3ElohqHEzQ,247475,4239,58.381
803,https://www.youtube.com/watch?v=CPK_IdHe1Yg,CPK_IdHe1Yg,3791435,147769,25.658
804,https://www.youtube.com/watch?v=omVvuL0lOes,omVvuL0lOes,40749,1249,32.625
805,https://www.youtube.com/watch?v=sOnqjkJTMaA,sOnqjkJTMaA,5940351,305275,19.459
807,https://www.youtube.com/watch?v=tQwVKr8rCYw,tQwVKr8rCYw,1729131,55271,31.285
811,https://www.youtube.com/watch?v=4-TbQnONe_w,4-TbQnONe_w,1635202,65576,24.936
814,https://www.youtube.com/watch?v=JktwRXYTDYc,JktwRXYTDYc,239795,20335,11.792
815,https://www.youtube.com/watch?v=f5omY8jVrSM,f5omY8jVrSM,3421083,150565,22.722
818,https://www.youtube.com/watch?v=NIRuH51h6m0,NIRuH51h6m0,175133,4167,42.029
820,https://www.youtube.com/watch?v=DmKpePzn5-c,DmKpePzn5-c,905074,145032,6.241
821,https://www.youtube.com/watch?v=PSO8vSizOYA,PSO8vSizOYA,114636,2401,47.745
822,https://www.youtube.com/watch?v=qleJpzB4q7A,qleJpzB4q7A,852615,12277,69.448
823,https://www.youtube.com/watch?v=k157GjJHvK4,k157GjJHvK4,179790,1795,100.162
824,https://www.youtube.com/watch?v=Ud0O9bF_tCc,Ud0O9bF_tCc,66928,318,210.465
826,https://www.youtube.com/watch?v=mUngYa0rnig,mUngYa0rnig,78022,3110,25.087
827,https://www.youtube.com/watch?v=-6-AnhFG3cI,-6-AnhFG3cI,82893,7278,11.39
829,https://www.youtube.com/watch?v=f5_wn8mexmM,f5_wn8mexmM,5332329,96617,55.19
830,https://www.youtube.com/watch?v=V5M2WZiAy6k,V5M2WZiAy6k,2313321,42672,54.212
835,https://www.youtube.com/watch?v=j51hW59U1IM,j51hW59U1IM,164645,573,287.339
836,https://www.youtube.com/watch?v=LgesbsaGKlE,LgesbsaGKlE,47285,322,146.848
837,https://www.youtube.com/watch?v=8w7chA9Wnuw,8w7chA9Wnuw,618657,4295,144.041
838,https://www.youtube.com/watch?v=au2n7VVGv_c,au2n7VVGv_c,5822890,222302,26.194
839,https://www.youtube.com/watch?v=Zi_XLOBDo_Y,Zi_XLOBDo_Y,8403328,246502,34.09
841,https://www.youtube.com/watch?v=kt14c7sYTFA,kt14c7sYTFA,301018,3946,76.284
842,https://www.youtube.com/watch?v=CevxZvSJLk8,CevxZvSJLk8,14929579,1071716,13.931
845,https://www.youtube.com/watch?v=hHB1Ikzfpmc,hHB1Ikzfpmc,265512,3307,80.288
846,https://www.youtube.com/watch?v=ioNng23DkIM,ioNng23DkIM,23286624,1257799,18.514
847,https://www.youtube.com/watch?v=nSDgHBxUbVQ,nSDgHBxUbVQ,6268986,169914,36.895
849,https://www.youtube.com/watch?v=gwkqL8PhCXA,gwkqL8PhCXA,120444,1858,64.825
852,https://www.youtube.com/watch?v=V-hwrOcuXOM,V-hwrOcuXOM,299217,2179,137.318
853,https://www.youtube.com/watch?v=ssvrReWSQpk,ssvrReWSQpk,234333,13458,17.412
855,https://www.youtube.com/watch?v=zoYgCg6i9C8,zoYgCg6i9C8,312277,25695,12.153
856,https://www.youtube.com/watch?v=FttjE-tCZtI,FttjE-tCZtI,222266,1676,132.617
860,https://www.youtube.com/watch?v=-L1PrZf6OTU,-L1PrZf6OTU,84421,123,686.35
861,https://www.youtube.com/watch?v=K0ibBPhiaG0,K0ibBPhiaG0,2856004,84085,33.966
863,https://www.youtube.com/watch?v=tCXGJQYZ9JA,tCXGJQYZ9JA,4097881,221156,18.529
864,https://www.youtube.com/watch?v=lCiV4wACZ8w,lCiV4wACZ8w,800343,21433,37.342
865,https://www.youtube.com/watch?v=xsZ9hpMgLvA,xsZ9hpMgLvA,193050,599,322.287
869,https://www.youtube.com/watch?v=pbMwTqkKSps,pbMwTqkKSps,12416450,390410,31.804
871,https://www.youtube.com/watch?v=S9bCLPwzSC0,S9bCLPwzSC0,3860405,88159,43.789
872,https://www.youtube.com/watch?v=XKDciUz-DpE,XKDciUz-DpE,212164,655,323.915
874,https://www.youtube.com/watch?v=v3xwCkhmies,v3xwCkhmies,1206023,26623,45.3
875,https://www.youtube.com/watch?v=WEC4iwfN9zA,WEC4iwfN9zA,205267,714,287.489
877,https://www.youtube.com/watch?v=pekzpzNCNDQ,pekzpzNCNDQ,708641,10757,65.877
878,https://www.youtube.com/watch?v=WAcnWtZjDWE,WAcnWtZjDWE,3626467,209798,17.286
879,https://www.youtube.com/watch?v=anbrC6s0RD4,anbrC6s0RD4,241083,9785,24.638
881,https://www.youtube.com/watch?v=ZnO8FHBdBC0,ZnO8FHBdBC0,180814,32541,5.556
884,https://www.youtube.com/watch?v=3farSqm-AxM,3farSqm-AxM,86722,1784,48.611
885,https://www.youtube.com/watch?v=Jqi4GBxmwgg,Jqi4GBxmwgg,628561,17359,36.21
886,https://www.youtube.com/watch?v=EIzcw5fVUtY,EIzcw5fVUtY,13067,336,38.89
890,https://www.youtube.com/watch?v=V1Pl8CzNzCw,V1Pl8CzNzCw,22188536,329547,67.33
891,https://www.youtube.com/watch?v=zAWsoFk2yVw,zAWsoFk2yVw,4275329,215114,19.875
892,https://www.youtube.com/watch?v=zSq6Jk-sFFs,zSq6Jk-sFFs,34237,1633,20.966
893,https://www.youtube.com/watch?v=OkmVcYtCqjw,OkmVcYtCqjw,222808,7816,28.507
895,https://www.youtube.com/watch?v=9ycKaF-64qg,9ycKaF-64qg,124625,2108,59.12
899,https://www.youtube.com/watch?v=-eGEKFMHGr8,-eGEKFMHGr8,292337,23428,12.478
900,https://www.youtube.com/watch?v=KXw8CRapg7k,KXw8CRapg7k,1041087,20925,49.753
901,https://www.youtube.com/watch?v=SXiSVQZLje8,SXiSVQZLje8,11207203,595694,18.814
902,https://www.youtube.com/watch?v=P2KRKxAb2ek,P2KRKxAb2ek,1440716,308024,4.677
903,https://www.youtube.com/watch?v=NIOIKdylRcM,NIOIKdylRcM,210715,6932,30.397
906,https://www.youtube.com/watch?v=Ks1Rgv1enjE,Ks1Rgv1enjE,18117,35363,0.512
907,https://www.youtube.com/watch?v=frNjBYk3SRw,frNjBYk3SRw,409127,25007,16.36
908,https://www.youtube.com/watch?v=ayd3yWr4tqU,ayd3yWr4tqU,2950052,80514,36.64
909,https://www.youtube.com/watch?v=eJO5HU_7_1w,eJO5HU_7_1w,5487826,126387,43.421
